obj_type,vpid,snomed_id,bnf_code,dmd_name,bnf_name,form_route
amp,323733007,673011000001105,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (Ranbaxy (UK) Ltd),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,767611000001107,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,819911000001107,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,828811000001100,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (Sandoz Ltd),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,830011000001107,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (Teva UK Ltd),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,9786911000001106,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (Almus Pharmaceuticals Ltd),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,10427411000001100,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (Arrow Generics Ltd),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,15065511000001104,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,15984511000001106,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (Bristol Laboratories Ltd),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,17781711000001107,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,21776211000001103,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (Waymade Healthcare Plc),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,22609811000001109,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (DE Pharmaceuticals),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323733007,28943611000001107,0501013B0AAAKAK,Amoxicillin 250mg/5ml oral suspension (Crescent Pharma Ltd),Amoxicillin 250mg/5ml oral suspension,suspension.oral
amp,323740008,88811000001107,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Sandoz Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,203311000001102,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,328211000001104,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Actavis UK Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,520311000001108,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Teva UK Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,548011000001109,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,693411000001108,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,730511000001101,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,930911000001103,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Mylan),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,9787311000001108,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Almus Pharmaceuticals Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,10428411000001101,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Arrow Generics Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,15984911000001104,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Bristol Laboratories Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,17782111000001101,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,21776011000001108,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Waymade Healthcare Plc),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,22610011000001109,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (DE Pharmaceuticals),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,29765211000001109,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,35591911000001106,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (RX Farma),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,35852011000001108,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Medreich Plc),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,323740008,37033411000001105,0501013B0AAATAT,Amoxicillin 250mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd),Amoxicillin 250mg/5ml oral suspension sugar free,suspension.oral
amp,35902111000001107,3241411000001109,0501013B0AAAHAH,Amoxicillin 3g oral powder sachets sugar free (A A H Pharmaceuticals Ltd),Amoxicillin 3g oral powder sachets sugar free,suspension.oral
amp,35902111000001107,3243811000001105,0501013B0AAAHAH,Amoxicillin 3g oral powder sachets sugar free (Teva UK Ltd),Amoxicillin 3g oral powder sachets sugar free,suspension.oral
amp,35902111000001107,3246011000001107,0501013B0AAAHAH,Amoxicillin 3g oral powder sachets sugar free (Kent Pharmaceuticals Ltd),Amoxicillin 3g oral powder sachets sugar free,suspension.oral
amp,35902111000001107,3246511000001104,0501013B0AAAHAH,Amoxicillin 3g oral powder sachets sugar free (Alliance Healthcare (Distribution) Ltd),Amoxicillin 3g oral powder sachets sugar free,suspension.oral
amp,35902111000001107,18081411000001108,0501013B0AAAHAH,Amoxicillin 3g oral powder sachets sugar free (Phoenix Healthcare Distribution Ltd),Amoxicillin 3g oral powder sachets sugar free,suspension.oral
amp,35902111000001107,21766011000001101,0501013B0AAAHAH,Amoxicillin 3g oral powder sachets sugar free (Waymade Healthcare Plc),Amoxicillin 3g oral powder sachets sugar free,suspension.oral
amp,35902111000001107,22609211000001108,0501013B0AAAHAH,Amoxicillin 3g oral powder sachets sugar free (DE Pharmaceuticals),Amoxicillin 3g oral powder sachets sugar free,suspension.oral
amp,35902111000001107,29765411000001108,0501013B0AAAHAH,Amoxicillin 3g oral powder sachets sugar free (Sigma Pharmaceuticals Plc),Amoxicillin 3g oral powder sachets sugar free,suspension.oral
amp,35902111000001107,29993711000001105,0501013B0AAAHAH,Amoxicillin 3g oral powder sachets sugar free (Mawdsley-Brooks & Company Ltd),Amoxicillin 3g oral powder sachets sugar free,suspension.oral
amp,35902111000001107,32496011000001107,0501013B0AAAHAH,Amoxicillin 3g oral powder sachets sugar free (Brown & Burk UK Ltd),Amoxicillin 3g oral powder sachets sugar free,suspension.oral
amp,323510009,13811000001100,0501013B0AAABAB,Amoxicillin 500mg capsules (Kent Pharmaceuticals Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,53711000001102,0501013B0AAABAB,Amoxicillin 500mg capsules (Sandoz Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,116511000001101,0501013B0AAABAB,Amoxicillin 500mg capsules (Alliance Healthcare (Distribution) Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,181511000001108,0501013B0AAABAB,Amoxicillin 500mg capsules (Ranbaxy (UK) Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,268011000001106,0501013B0AAABAB,Amoxicillin 500mg capsules (Pfizer Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,406811000001101,0501013B0AAABAB,Amoxicillin 500mg capsules (Actavis UK Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,668411000001104,0501013B0AAABAB,Amoxicillin 500mg capsules (Teva UK Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,802011000001104,0501013B0AAABAB,Amoxicillin 500mg capsules (IVAX Pharmaceuticals UK Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,816511000001105,0501013B0AAABAB,Amoxicillin 500mg capsules (Mylan),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,930411000001106,0501013B0AAABAB,Amoxicillin 500mg capsules (A A H Pharmaceuticals Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,9785911000001104,0501013B0AAABAB,Amoxicillin 500mg capsules (Almus Pharmaceuticals Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,10381311000001104,0501013B0AAABAB,Amoxicillin 500mg capsules (Arrow Generics Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,12948211000001106,0501013B0AAABAB,Amoxicillin 500mg capsules (Boston Healthcare Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,15981911000001102,0501013B0AAABAB,Amoxicillin 500mg capsules (Bristol Laboratories Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,17780311000001103,0501013B0AAABAB,Amoxicillin 500mg capsules (Phoenix Healthcare Distribution Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,18146111000001108,0501013B0AAABAB,Amoxicillin 500mg capsules (Wockhardt UK Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,18458211000001102,0501013B0AAABAB,Amoxicillin 500mg capsules (Accord Healthcare Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,19187611000001109,0501013B0AAABAB,Amoxicillin 500mg capsules (Milpharm Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,19726111000001102,0501013B0AAABAB,Amoxicillin 500mg capsules (Medreich Plc),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,21765611000001103,0501013B0AAABAB,Amoxicillin 500mg capsules (Waymade Healthcare Plc),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,22608811000001102,0501013B0AAABAB,Amoxicillin 500mg capsules (DE Pharmaceuticals),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,29769211000001107,0501013B0AAABAB,Amoxicillin 500mg capsules (Sigma Pharmaceuticals Plc),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,29993211000001103,0501013B0AAABAB,Amoxicillin 500mg capsules (Mawdsley-Brooks & Company Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,33680911000001101,0501013B0AAABAB,Amoxicillin 500mg capsules (Brown & Burk UK Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,35591411000001103,0501013B0AAABAB,Amoxicillin 500mg capsules (RX Farma),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,36693511000001106,0501013B0AAABAB,Amoxicillin 500mg capsules (Noumed Life Sciences Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,323510009,36933111000001107,0501013B0AAABAB,Amoxicillin 500mg capsules (Flamingo Pharma (UK) Ltd),Amoxicillin 500mg capsules,capsule.oral
amp,35368511000001109,389311000001106,0501013B0BCAGAI,Amoxil 125mg/1.25ml paediatric oral suspension (GlaxoSmithKline UK Ltd),Amoxil 125mg/1.25ml paediatric oral suspension,suspension.oral
amp,35901911000001104,234411000001104,0501013B0BCAEAS,Amoxil 125mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd),Amoxil 125mg/5ml syrup sucrose free,suspension.oral
amp,323509004,388611000001105,0501013B0BCAAAA,Amoxil 250mg capsules (GlaxoSmithKline UK Ltd),Amoxil 250mg capsules,capsule.oral
amp,323740008,689711000001103,0501013B0BCAFAT,Amoxil 250mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd),Amoxil 250mg/5ml syrup sucrose free,suspension.oral
amp,35902111000001107,3243311000001101,0501013B0BCAIAH,Amoxil 3g oral powder sachets sucrose free (GlaxoSmithKline UK Ltd),Amoxil 3g oral powder sachets sucrose free,suspension.oral
amp,323510009,709311000001106,0501013B0BCABAB,Amoxil 500mg capsules (GlaxoSmithKline UK Ltd),Amoxil 500mg capsules,capsule.oral
amp,36565811000001104,932211000001108,0501013K0BBAJAD,Augmentin 125/31 SF oral suspension (GlaxoSmithKline UK Ltd),Augmentin 125/31 SF oral suspension,suspension.oral
amp,37083611000001104,866111000001100,0501013K0BBAKAG,Augmentin 250/62 SF oral suspension (GlaxoSmithKline UK Ltd),Augmentin 250/62 SF oral suspension,suspension.oral
amp,323564007,386811000001108,0501013K0BBABAB,Augmentin 375mg dispersible tablets (GlaxoSmithKline UK Ltd),Augmentin 375mg dispersible tablets,suspension.oral
amp,323563001,94411000001100,0501013K0BBAAAA,Augmentin 375mg tablets (GlaxoSmithKline UK Ltd),Augmentin 375mg tablets,tablet.oral
amp,323539009,292511000001103,0501013K0BBALAJ,Augmentin 625mg tablets (GlaxoSmithKline UK Ltd),Augmentin 625mg tablets,tablet.oral
amp,37083711000001108,169511000001107,0501013K0BBAMAK,Augmentin-Duo 400/57 oral suspension (GlaxoSmithKline UK Ltd),Augmentin-Duo 400/57 oral suspension,suspension.oral
amp,323792004,171911000001109,0501021A0AAABAB,Cefaclor 125mg/5ml oral suspension (Ranbaxy (UK) Ltd),Cefaclor 125mg/5ml oral suspension,suspension.oral
amp,323792004,612411000001100,0501021A0AAABAB,Cefaclor 125mg/5ml oral suspension (Mylan),Cefaclor 125mg/5ml oral suspension,suspension.oral
amp,323792004,890411000001105,0501021A0AAABAB,Cefaclor 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Cefaclor 125mg/5ml oral suspension,suspension.oral
amp,323792004,4113911000001107,0501021A0AAABAB,Cefaclor 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd),Cefaclor 125mg/5ml oral suspension,suspension.oral
amp,323792004,10348111000001104,0501021A0AAABAB,Cefaclor 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Cefaclor 125mg/5ml oral suspension,suspension.oral
amp,323792004,18085911000001103,0501021A0AAABAB,Cefaclor 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Cefaclor 125mg/5ml oral suspension,suspension.oral
amp,323792004,25833611000001106,0501021A0AAABAB,Cefaclor 125mg/5ml oral suspension (Ennogen Healthcare Ltd),Cefaclor 125mg/5ml oral suspension,suspension.oral
amp,323792004,30008911000001108,0501021A0AAABAB,Cefaclor 125mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd),Cefaclor 125mg/5ml oral suspension,suspension.oral
amp,323792004,31564011000001109,0501021A0AAABAB,Cefaclor 125mg/5ml oral suspension (J M McGill Ltd),Cefaclor 125mg/5ml oral suspension,suspension.oral
